id,title,category_id,price,currency_id,available_quantity,sold_quantity,condition,permalink,seller_id,seller_power_seller_status
MLA1141052441,"Google Nest Hub 2nd Gen Con Asistente Virtual Google Assistant, Pantalla Integrada De 7  Charcoal 110v/220v",MLA409415,419990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1141052441-google-nest-hub-2nd-gen-con-asistente-virtual-google-assistant-pantalla-integrada-de-7-charcoal-110v220v-_JM,,
MLA915561586,Google Home Mini Con Asistente Virtual Google Assistant Charcoal 110v/220v,MLA409415,75990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-915561586-google-home-mini-con-asistente-virtual-google-assistant-charcoal-110v220v-_JM,,
MLA912740661,Google Nest Mini Nest Mini 2nd Gen Con Asistente Virtual Google Assistant Chalk 110v/220v,MLA409415,169999,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-912740661-google-nest-mini-nest-mini-2nd-gen-con-asistente-virtual-google-assistant-chalk-110v220v-_JM,,
MLA1616758962,Google Home Asistente Virtual Google Assistant Refabricado,MLA409415,119990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1616758962-google-home-asistente-virtual-google-assistant-refabricado-_JM,,
MLA1597574484,Parlante Google Home Mini Asistente Virtual Refabricado,MLA409415,69990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1597574484-parlante-google-home-mini-asistente-virtual-refabricado-_JM,,
MLA1398793543,Google Home Mini Con Asistente Virtual Google Assistant Ref,MLA409415,69990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1398793543-google-home-mini-con-asistente-virtual-google-assistant-ref-_JM,,
MLA1384134643,Google Home Mini Versión Bulk/ Sin Caja/ Cargador Original!,MLA409415,85995,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1384134643-google-home-mini-version-bulk-sin-caja-cargador-original-_JM,,
MLA1125948601,Combo Google Home Mini + Chromecast 2 Ga00379-us,MLA409415,129990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1125948601-combo-google-home-mini-chromecast-2-ga00379-us-_JM,,
MLA1398767505,Google Home Mini Con Asistente Virtual Multi-room Ref,MLA409415,99990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1398767505-google-home-mini-con-asistente-virtual-multi-room-ref-_JM,,
MLA1597677286,Speaker Google Home Mini Con Asistente Virtual  Refabricado,MLA409415,89990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1597677286-speaker-google-home-mini-con-asistente-virtual-refabricado-_JM,,
MLA1597457958,Google Home Mini Con Asistente Virtual  Charcoal Refabricado,MLA409415,69990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1597457958-google-home-mini-con-asistente-virtual-charcoal-refabricado-_JM,,
MLA1398755255,Google Home Mini Google Assistant Chalk 110v/220v Ref,MLA409415,55990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1398755255-google-home-mini-google-assistant-chalk-110v220v-ref-_JM,,
MLA1597470910,Google Home Mini Con Google Assistant Negro Reacondicionado,MLA409415,69990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1597470910-google-home-mini-con-google-assistant-negro-reacondicionado-_JM,,
MLA1398845395,Google Home Mini Con Asistente Virtual Chalk 110v/220v Ref,MLA409415,55990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1398845395-google-home-mini-con-asistente-virtual-chalk-110v220v-ref-_JM,,
MLA1125935779,Google Home Mini + Chromecast 2nd Generation Netflix Spotify,MLA409415,129490,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1125935779-google-home-mini-chromecast-2nd-generation-netflix-spotify-_JM,,
MLA930506223,Soporte Montaje Embutido Pared Google Home Hub Mountgenie,MLA409415,19900,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-930506223-soporte-montaje-embutido-pared-google-home-hub-mountgenie-_JM,,
MLA916372672,Google Home Hub Pantalla 7 Nest 2da Gen Asistente Virtual ,MLA409415,368000,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-916372672-google-home-hub-pantalla-7-nest-2da-gen-asistente-virtual-_JM,,
MLA1400539531,Google Home Mini Asistente Virtual Google Assistant Ref,MLA409415,64990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1400539531-google-home-mini-asistente-virtual-google-assistant-ref-_JM,,
MLA1907122196,"Google Nest Hub Con Asistente Virtual Google Assistant, Pantalla Integrada De 7  Charcoal 110v/220v",MLA409415,270000,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1907122196-google-nest-hub-con-asistente-virtual-google-assistant-pantalla-integrada-de-7-charcoal-110v220v-_JM,,
MLA1448891827,Google Home Mini Asistente Virtual Google Assistant Outlet,MLA409415,54990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1448891827-google-home-mini-asistente-virtual-google-assistant-outlet-_JM,,
MLA1452498123,Google Home Mini Asistente Virtual Coral 110/220 Refabricado,MLA409415,64990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1452498123-google-home-mini-asistente-virtual-coral-110220-refabricado-_JM,,
MLA1452420859,Asistente Virtual Google Home Mini Coral Wi-fi Refabricado,MLA409415,84990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1452420859-asistente-virtual-google-home-mini-coral-wi-fi-refabricado-_JM,,
MLA1154268993,Combo Google Home Mini + Chromecast 2 Asistente Virtuales,MLA409415,199990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1154268993-combo-google-home-mini-chromecast-2-asistente-virtuales-_JM,,
MLA1597677284,Parlante Google Home Mini Google Assistant Wifi Refabricado,MLA409415,79990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1597677284-parlante-google-home-mini-google-assistant-wifi-refabricado-_JM,,
MLA1616759000,Google Home Google Assistant Asistente Virtual Refabricado,MLA409415,154990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1616759000-google-home-google-assistant-asistente-virtual-refabricado-_JM,,
MLA1683844336,Google Home Max Con Asistente Virtual Google Assistant Chalk 100v/240v,MLA409415,814644,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1683844336-google-home-max-con-asistente-virtual-google-assistant-chalk-100v240v-_JM,,
MLA1597677282,Parlante Google Home Mini Asistente Virtual Wifi Refabricado,MLA409415,89990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1597677282-parlante-google-home-mini-asistente-virtual-wifi-refabricado-_JM,,
MLA1400506527,Google Home Mini Multi-room Google Assistant Refabricado,MLA409415,84990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1400506527-google-home-mini-multi-room-google-assistant-refabricado-_JM,,
MLA1398832615,Google Home Mini Con Asistente Virtual Bluetooth Ref,MLA409415,89990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1398832615-google-home-mini-con-asistente-virtual-bluetooth-ref-_JM,,
MLA1398845475,Google Home Mini Google Assistant Chalk  9 W Ref,MLA409415,71990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1398845475-google-home-mini-google-assistant-chalk-9-w-ref-_JM,,
MLA833417329,Google Home Mini Asistente Virtual Parlante Original Español,MLA409415,177100,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-833417329-google-home-mini-asistente-virtual-parlante-original-espanol-_JM,,
MLA1110314122,Soporte Pared 45º Google Home Hub Base 138x60mm Nextsale,MLA409415,10900,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1110314122-soporte-pared-45-google-home-hub-base-138x60mm-nextsale-_JM,,
MLA1110377590,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,MLA409415,10900,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1110377590-soporte-de-pared-google-mini-home-nest-mini-2da-generacion-_JM,,
MLA912014012,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,MLA409415,4999,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-912014012-soporte-de-pared-google-mini-home-nest-mini-2da-generacion-_JM,,
MLA1693634994,Google Home Hub Pantalla Hd 7  Wi-fi Bluetooth Sensor De Luz,MLA409415,339990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1693634994-google-home-hub-pantalla-hd-7-wi-fi-bluetooth-sensor-de-luz-_JM,,
MLA1412976451,Google Home Hub Control Por Voz Pantalla Hd 7  Blanco/gris,MLA409415,269990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1412976451-google-home-hub-control-por-voz-pantalla-hd-7-blancogris-_JM,,
MLA1432622907,Google Home Mini Google Assistant Coral 110v/220v Usado,MLA409415,44990,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1432622907-google-home-mini-google-assistant-coral-110v220v-usado-_JM,,
MLA1443012353,Google Home Hub Asistente Pantalla  7  Pulgadas Impecable,MLA409415,170000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1443012353-google-home-hub-asistente-pantalla-7-pulgadas-impecable-_JM,,
MLA1569955706,Google Home Asistente Virtual Google Assistant White Y Slate,MLA409415,1100000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1569955706-google-home-asistente-virtual-google-assistant-white-y-slate-_JM,,
MLA1432597373,Usado Google Home Mini Google Assistant Coral 110v/220v,MLA409415,60990,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1432597373-usado-google-home-mini-google-assistant-coral-110v220v-_JM,,
MLA1364551668,Parlante Inteligente Google Home Mini  Youtube Usado Gris,MLA409415,58990,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1364551668-parlante-inteligente-google-home-mini-youtube-usado-gris-_JM,,
MLA1422239063,Google Home Mini Con Asistente Virtual ,MLA409415,59999,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1422239063-google-home-mini-con-asistente-virtual-_JM,,
MLA1361515563,Parlante Inteligente Google Home Mini Smart Speaker Spotify,MLA409415,58990,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1361515563-parlante-inteligente-google-home-mini-smart-speaker-spotify-_JM,,
MLA1361528507,Parlante Inteligente Google Home Mini Smart Speaker Gris Yt,MLA409415,62990,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1361528507-parlante-inteligente-google-home-mini-smart-speaker-gris-yt-_JM,,
MLA1892733826,Google Home Mini Con Asistente Virtual Chalk 110v/220v,MLA409415,60000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1892733826-google-home-mini-con-asistente-virtual-chalk-110v220v-_JM,,
MLA1436571213,Google Home Mini - Excelente!!,MLA409415,65000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1436571213-google-home-mini-excelente-_JM,,
MLA1450279761,Google Home Mini Con Asistente Virtual Google Assistant,MLA409415,49000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1450279761-google-home-mini-con-asistente-virtual-google-assistant-_JM,,
MLA1437520249,Google Home Mini Con Asistente Virtual Color Negro,MLA409415,159999,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1437520249-google-home-mini-con-asistente-virtual-color-negro-_JM,,
MLA1820484428,Google Home Mini Con Asistente Virtual Charcoal 110v/220v,MLA409415,89999,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1820484428-google-home-mini-con-asistente-virtual-charcoal-110v220v-_JM,,
MLA1416430677,Google Home Mini Original!! Google Assistant ,MLA409415,61000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1416430677-google-home-mini-original-google-assistant-_JM,,
MLA1366426083, Apple Tv 4k (wifi) A2737 De Voz 3.ª Generación 2022 4k 64gb Negro - Distribuidor Autorizado,MLA352001,405399,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1366426083-apple-tv-4k-wifi-a2737-de-voz-3-generacion-2022-4k-64gb-negro-distribuidor-autorizado-_JM,,
MLA1449403395, Apple Tv Hd A1625 De Voz 4.ª Generación 2015 Full Hd 32gb Negro Con 2gb De Memoria Ram,MLA352001,329990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1449403395-apple-tv-hd-a1625-de-voz-4-generacion-2015-full-hd-32gb-negro-con-2gb-de-memoria-ram-_JM,,
MLA1555247434, Apple Tv 4k (wifi + Ethernet) A2843 De Voz 3.ª Generación 2022 4k 128gb Negro,MLA352001,588000,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1555247434-apple-tv-4k-wifi-ethernet-a2843-de-voz-3-generacion-2022-4k-128gb-negro-_JM,,
MLA1399215546, Apple Tv 4k (wifi) A2737 De Voz 3.ª Generación 2022 4k 64gb Negro,MLA352001,477099,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1399215546-apple-tv-4k-wifi-a2737-de-voz-3-generacion-2022-4k-64gb-negro-_JM,,
MLA1539557184, Apple Tv 4k (wifi) A2737 3.ª Generación 2022 4k 64gb Color Negro Tipo De Control Remoto Control De Voz,MLA352001,446400,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1539557184-apple-tv-4k-wifi-a2737-3-generacion-2022-4k-64gb-color-negro-tipo-de-control-remoto-control-de-voz-_JM,,
MLA1594852796, Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 64gb Negro,MLA352001,22222222,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1594852796-apple-tv-4k-a2169-de-voz-2-generacion-2021-4k-64gb-negro-_JM,,
MLA1417741441,Apple Tv Fhd 32gb 2nd Gen 2021 Black Mhy93ll/a,MLA352001,599990,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1417741441-apple-tv-fhd-32gb-2nd-gen-2021-black-mhy93lla-_JM,,
MLA1426291701,Apple Tv 4k 64gb Modelo A2169. Soporte Y Funda De Regalo,MLA352001,567000,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1426291701-apple-tv-4k-64gb-modelo-a2169-soporte-y-funda-de-regalo-_JM,,
MLA1453365954, Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 32gb Negro,MLA352001,699997,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1453365954-apple-tv-4k-a2169-de-voz-2-generacion-2021-4k-32gb-negro-_JM,,
MLA1444314171,Apple Tv 4k (wifi + Ethernet) De Voz 3.ª Gener 4k  Negro,MLA352001,432000,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1444314171-apple-tv-4k-wifi-ethernet-de-voz-3-gener-4k-negro-_JM,,
MLA1806378888, Apple Tv 4k A2169 64gb 2021 Ethernet Thread - Segunda Gen.,MLA352001,549999.99,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1806378888-apple-tv-4k-a2169-64gb-2021-ethernet-thread-segunda-gen-_JM,,
MLA1904940598,Apple Tv 4k 64 Gb Negro Con Memoria Ram De 3 Gb A1842,MLA352001,300000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1904940598-apple-tv-4k-64-gb-negro-con-memoria-ram-de-3-gb-a1842-_JM,,
MLA1444271731,Apple Tv A1427 2da Generación,MLA352001,35000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1444271731-apple-tv-a1427-2da-generacion-_JM,,
MLA1400247011, Apple Tv A1469 Estándar 3era Generación,MLA352001,62000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1400247011-apple-tv-a1469-estandar-3era-generacion-_JM,,
MLA1921917430,Apple Tv A1469 Estándar 3.a Generación,MLA352001,42500,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1921917430-apple-tv-a1469-estandar-3a-generacion-_JM,,
MLA1399520644,Apple Tv 4k 32gb A1842 Negro (usado),MLA352001,400000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1399520644-apple-tv-4k-32gb-a1842-negro-usado-_JM,,
MLA1877356464,Apple Tv 2 3.ª Gen. Full Hd 1gb Ram 8gb.,MLA352001,45000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1877356464-apple-tv-2-3-gen-full-hd-1gb-ram-8gb-_JM,,
MLA1913427140,Apple Tv A1427  3.a Generación Full Hd 8gb Negro,MLA352001,80000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1913427140-apple-tv-a1427-3a-generacion-full-hd-8gb-negro-_JM,,
MLA1781884668, Apple Tv A1427 2.ª Generación ,MLA352001,37081.98,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1781884668-apple-tv-a1427-2-generacion-_JM,,
MLA1436028141, Apple Tv A1427  8gb Negro  512mb Ram ,MLA352001,46000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1436028141-apple-tv-a1427-8gb-negro-512mb-ram-_JM,,
MLA1451784141,Apple Tv A1427 1a Gen. Negro / Full Hd Impecable!!,MLA352001,45000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1451784141-apple-tv-a1427-1a-gen-negro-full-hd-impecable-_JM,,
MLA935560782,Apple Tv 3ra Generación - A1469,MLA352001,85000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-935560782-apple-tv-3ra-generacion-a1469-_JM,,
MLA1433276905,Apple Tv A1469 Estándar 3.ª Generación Excelente Estado,MLA352001,64000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1433276905-apple-tv-a1469-estandar-3-generacion-excelente-estado-_JM,,
MLA1837941502,Apple Tv Hd A1625 4ta Generación Full Hd 32gb Remoto Siri,MLA352001,195000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1837941502-apple-tv-hd-a1625-4ta-generacion-full-hd-32gb-remoto-siri-_JM,,
